state,district,year,month,enrolments,growth_rate,rolling_3m
Maharashtra,Kolhapur,2025.0,9.0,106,10.416666666666675,86.0
Maharashtra,Kolhapur,2025.0,10.0,105,-0.9433962264150941,102.33333333333333
Maharashtra,Kolhapur,2025.0,11.0,95,-9.523809523809524,102.0
Maharashtra,Kolhapur,2025.0,12.0,85,-10.526315789473683,95.0
Maharashtra,Latur,2025.0,1.0,29,,
Maharashtra,Latur,2025.0,2.0,44,51.72413793103448,
Maharashtra,Latur,2025.0,3.0,39,-11.363636363636365,37.333333333333336
Maharashtra,Latur,2025.0,4.0,24,-38.46153846153846,35.666666666666664
Maharashtra,Latur,2025.0,5.0,26,8.333333333333325,29.666666666666668
Maharashtra,Latur,2025.0,6.0,31,19.23076923076923,27.0
Maharashtra,Latur,2025.0,7.0,26,-16.129032258064512,27.666666666666668
Maharashtra,Latur,2025.0,8.0,41,57.692307692307686,32.666666666666664
Maharashtra,Latur,2025.0,9.0,38,-7.317073170731703,35.0
Maharashtra,Latur,2025.0,10.0,46,21.052631578947366,41.666666666666664
Maharashtra,Latur,2025.0,11.0,51,10.869565217391308,45.0
Maharashtra,Latur,2025.0,12.0,41,-19.6078431372549,46.0
Maharashtra,Mumbai,2025.0,1.0,92,,
Maharashtra,Mumbai,2025.0,2.0,134,45.652173913043484,
Maharashtra,Mumbai,2025.0,3.0,103,-23.134328358208954,109.66666666666667
Maharashtra,Mumbai,2025.0,4.0,54,-47.57281553398058,97.0
Maharashtra,Mumbai,2025.0,5.0,96,77.77777777777777,84.33333333333333
Maharashtra,Mumbai,2025.0,6.0,97,1.041666666666674,82.33333333333333
Maharashtra,Mumbai,2025.0,7.0,84,-13.4020618556701,92.33333333333333
Maharashtra,Mumbai,2025.0,8.0,88,4.761904761904767,89.66666666666667
Maharashtra,Mumbai,2025.0,9.0,124,40.90909090909092,98.66666666666667
Maharashtra,Mumbai,2025.0,10.0,135,8.870967741935477,115.66666666666667
Maharashtra,Mumbai,2025.0,11.0,127,-5.925925925925924,128.66666666666666
Maharashtra,Mumbai,2025.0,12.0,127,0.0,129.66666666666666
Maharashtra,Mumbai City,2025.0,1.0,27,,
Maharashtra,Mumbai City,2025.0,2.0,45,66.66666666666667,
Maharashtra,Mumbai City,2025.0,3.0,30,-33.333333333333336,34.0
Maharashtra,Mumbai City,2025.0,4.0,16,-46.666666666666664,30.333333333333332
Maharashtra,Mumbai City,2025.0,5.0,32,100.0,26.0
Maharashtra,Mumbai City,2025.0,6.0,25,-21.875,24.333333333333332
Maharashtra,Mumbai City,2025.0,7.0,21,-16.000000000000004,26.0
Maharashtra,Mumbai City,2025.0,8.0,27,28.57142857142858,24.333333333333332
Maharashtra,Mumbai City,2025.0,9.0,43,59.25925925925925,30.333333333333332
Maharashtra,Mumbai City,2025.0,10.0,40,-6.976744186046513,36.666666666666664
Maharashtra,Mumbai City,2025.0,11.0,38,-5.000000000000004,40.333333333333336
Maharashtra,Mumbai City,2025.0,12.0,35,-7.8947368421052655,37.666666666666664
Maharashtra,Mumbai Suburban,2025.0,1.0,94,,
Maharashtra,Mumbai Suburban,2025.0,2.0,83,-11.702127659574469,
Maharashtra,Mumbai Suburban,2025.0,3.0,77,-7.2289156626506035,84.66666666666667
Maharashtra,Mumbai Suburban,2025.0,4.0,38,-50.64935064935065,66.0
Maharashtra,Mumbai Suburban,2025.0,5.0,78,105.26315789473686,64.33333333333333
Maharashtra,Mumbai Suburban,2025.0,6.0,68,-12.82051282051282,61.333333333333336
Maharashtra,Mumbai Suburban,2025.0,7.0,57,-16.176470588235293,67.66666666666667
Maharashtra,Mumbai Suburban,2025.0,8.0,73,28.07017543859649,66.0
Maharashtra,Mumbai Suburban,2025.0,9.0,89,21.91780821917808,73.0
Maharashtra,Mumbai Suburban,2025.0,10.0,95,6.741573033707859,85.66666666666667
Maharashtra,Mumbai Suburban,2025.0,11.0,90,-5.263157894736848,91.33333333333333
Maharashtra,Mumbai Suburban,2025.0,12.0,83,-7.777777777777772,89.33333333333333
Maharashtra,Mumbai( Sub Urban ),2025.0,1.0,7,,
Maharashtra,Mumbai( Sub Urban ),2025.0,2.0,13,85.71428571428572,
Maharashtra,Mumbai( Sub Urban ),2025.0,3.0,10,-23.076923076923073,10.0
Maharashtra,Mumbai( Sub Urban ),2025.0,4.0,1,-90.0,8.0
Maharashtra,Mumbai( Sub Urban ),2025.0,5.0,9,800.0,6.666666666666667
Maharashtra,Mumbai( Sub Urban ),2025.0,6.0,8,-11.111111111111116,6.0
Maharashtra,Mumbai( Sub Urban ),2025.0,7.0,8,0.0,8.333333333333334
Maharashtra,Mumbai( Sub Urban ),2025.0,8.0,3,-62.5,6.333333333333333
Maharashtra,Mumbai( Sub Urban ),2025.0,9.0,11,266.66666666666663,7.333333333333333
Maharashtra,Mumbai( Sub Urban ),2025.0,10.0,14,27.27272727272727,9.333333333333334
Maharashtra,Mumbai( Sub Urban ),2025.0,11.0,7,-50.0,10.666666666666666
Maharashtra,Mumbai( Sub Urban ),2025.0,12.0,10,42.85714285714286,10.333333333333334
Maharashtra,Nagpur,2025.0,1.0,59,,
Maharashtra,Nagpur,2025.0,2.0,110,86.44067796610169,
Maharashtra,Nagpur,2025.0,3.0,86,-21.818181818181813,85.0
Maharashtra,Nagpur,2025.0,4.0,44,-48.837209302325576,80.0
Maharashtra,Nagpur,2025.0,5.0,57,29.54545454545454,62.333333333333336
Maharashtra,Nagpur,2025.0,6.0,65,14.035087719298245,55.333333333333336
Maharashtra,Nagpur,2025.0,7.0,63,-3.076923076923077,61.666666666666664
Maharashtra,Nagpur,2025.0,8.0,90,42.85714285714286,72.66666666666667
Maharashtra,Nagpur,2025.0,9.0,90,0.0,81.0
Maharashtra,Nagpur,2025.0,10.0,95,5.555555555555558,91.66666666666667
Maharashtra,Nagpur,2025.0,11.0,91,-4.210526315789476,92.0
Maharashtra,Nagpur,2025.0,12.0,91,0.0,92.33333333333333
Maharashtra,Nanded,2025.0,1.0,51,,
Maharashtra,Nanded,2025.0,2.0,65,27.450980392156854,
Maharashtra,Nanded,2025.0,3.0,58,-10.769230769230765,58.0
Maharashtra,Nanded,2025.0,4.0,34,-41.379310344827594,52.333333333333336
Maharashtra,Nanded,2025.0,5.0,35,2.941176470588225,42.333333333333336
Maharashtra,Nanded,2025.0,6.0,50,42.85714285714286,39.666666666666664
Maharashtra,Nanded,2025.0,7.0,28,-43.99999999999999,37.666666666666664
Maharashtra,Nanded,2025.0,8.0,69,146.42857142857144,49.0
Maharashtra,Nanded,2025.0,9.0,64,-7.246376811594201,53.666666666666664
Maharashtra,Nanded,2025.0,10.0,61,-4.6875,64.66666666666667
Maharashtra,Nanded,2025.0,11.0,66,8.196721311475418,63.666666666666664
Maharashtra,Nanded,2025.0,12.0,53,-19.696969696969703,60.0
Maharashtra,Nandurbar,2025.0,1.0,36,,
Maharashtra,Nandurbar,2025.0,2.0,39,8.333333333333325,
Maharashtra,Nandurbar,2025.0,3.0,32,-17.948717948717952,35.666666666666664
Maharashtra,Nandurbar,2025.0,4.0,18,-43.75,29.666666666666668
Maharashtra,Nandurbar,2025.0,5.0,26,44.44444444444444,25.333333333333332
Maharashtra,Nandurbar,2025.0,6.0,26,0.0,23.333333333333332
Maharashtra,Nandurbar,2025.0,7.0,18,-30.76923076923077,23.333333333333332
Maharashtra,Nandurbar,2025.0,8.0,35,94.44444444444444,26.333333333333332
Maharashtra,Nandurbar,2025.0,9.0,35,0.0,29.333333333333332
Maharashtra,Nandurbar,2025.0,10.0,38,8.571428571428562,36.0
Maharashtra,Nandurbar,2025.0,11.0,38,0.0,37.0
Maharashtra,Nandurbar,2025.0,12.0,27,-28.947368421052634,34.333333333333336
Maharashtra,Nandurbar *,2025.0,1.0,2,,
Maharashtra,Nandurbar *,2025.0,2.0,4,100.0,
Maharashtra,Nandurbar *,2025.0,3.0,2,-50.0,2.6666666666666665
Maharashtra,Nandurbar *,2025.0,4.0,2,0.0,2.6666666666666665
Maharashtra,Nandurbar *,2025.0,5.0,6,200.0,3.3333333333333335
Maharashtra,Nandurbar *,2025.0,6.0,3,-50.0,3.6666666666666665
Maharashtra,Nandurbar *,2025.0,7.0,1,-66.66666666666667,3.3333333333333335
Maharashtra,Nandurbar *,2025.0,8.0,5,400.0,3.0
Maharashtra,Nandurbar *,2025.0,9.0,5,0.0,3.6666666666666665
Maharashtra,Nandurbar *,2025.0,10.0,2,-60.0,4.0
Maharashtra,Nandurbar *,2025.0,11.0,3,50.0,3.3333333333333335
Maharashtra,Nandurbar *,2025.0,12.0,4,33.33333333333333,3.0
Maharashtra,Nashik,2025.0,1.0,94,,
Maharashtra,Nashik,2025.0,2.0,128,36.170212765957444,
Maharashtra,Nashik,2025.0,3.0,102,-20.3125,108.0
Maharashtra,Nashik,2025.0,4.0,67,-34.31372549019608,99.0
Maharashtra,Nashik,2025.0,5.0,72,7.462686567164178,80.33333333333333
Maharashtra,Nashik,2025.0,6.0,64,-11.111111111111116,67.66666666666667
Maharashtra,Nashik,2025.0,7.0,70,9.375,68.66666666666667
Maharashtra,Nashik,2025.0,8.0,116,65.71428571428572,83.33333333333333
Maharashtra,Nashik,2025.0,9.0,122,5.1724137931034475,102.66666666666667
Maharashtra,Nashik,2025.0,10.0,117,-4.098360655737709,118.33333333333333
Maharashtra,Nashik,2025.0,11.0,120,2.564102564102555,119.66666666666667
Maharashtra,Nashik,2025.0,12.0,113,-5.833333333333335,116.66666666666667
Maharashtra,Osmanabad,2025.0,1.0,14,,
Maharashtra,Osmanabad,2025.0,2.0,39,178.57142857142856,
Maharashtra,Osmanabad,2025.0,3.0,34,-12.82051282051282,29.0
Maharashtra,Osmanabad,2025.0,4.0,21,-38.23529411764706,31.333333333333332
Maharashtra,Osmanabad,2025.0,5.0,19,-9.523809523809524,24.666666666666668
Maharashtra,Osmanabad,2025.0,6.0,27,42.10526315789473,22.333333333333332
Maharashtra,Osmanabad,2025.0,7.0,16,-40.74074074074075,20.666666666666668
Maharashtra,Osmanabad,2025.0,8.0,39,143.75,27.333333333333332
Maharashtra,Osmanabad,2025.0,9.0,42,7.692307692307687,32.333333333333336
Maharashtra,Osmanabad,2025.0,10.0,37,-11.904761904761907,39.333333333333336
Maharashtra,Osmanabad,2025.0,11.0,42,13.513513513513509,40.333333333333336
Maharashtra,Osmanabad,2025.0,12.0,30,-28.57142857142857,36.333333333333336
Maharashtra,Palghar,2025.0,1.0,40,,
Maharashtra,Palghar,2025.0,2.0,50,25.0,
Maharashtra,Palghar,2025.0,3.0,46,-7.9999999999999964,45.333333333333336
Maharashtra,Palghar,2025.0,4.0,23,-50.0,39.666666666666664
Maharashtra,Palghar,2025.0,5.0,29,26.086956521739136,32.666666666666664
Maharashtra,Palghar,2025.0,6.0,34,17.24137931034482,28.666666666666668
Maharashtra,Palghar,2025.0,7.0,31,-8.823529411764708,31.333333333333332
Maharashtra,Palghar,2025.0,8.0,48,54.83870967741935,37.666666666666664
Maharashtra,Palghar,2025.0,9.0,52,8.333333333333325,43.666666666666664
Maharashtra,Palghar,2025.0,10.0,53,1.9230769230769162,51.0
Maharashtra,Palghar,2025.0,11.0,50,-5.660377358490565,51.666666666666664
Maharashtra,Palghar,2025.0,12.0,47,-6.000000000000005,50.0
Maharashtra,Parbhani,2025.0,1.0,21,,
Maharashtra,Parbhani,2025.0,2.0,34,61.904761904761905,
Maharashtra,Parbhani,2025.0,3.0,30,-11.764705882352944,28.333333333333332
Maharashtra,Parbhani,2025.0,4.0,18,-40.0,27.333333333333332
Maharashtra,Parbhani,2025.0,5.0,21,16.666666666666675,23.0
Maharashtra,Parbhani,2025.0,6.0,24,14.28571428571428,21.0
Maharashtra,Parbhani,2025.0,7.0,24,0.0,23.0
Maharashtra,Parbhani,2025.0,8.0,31,29.166666666666675,26.333333333333332
Maharashtra,Parbhani,2025.0,9.0,32,3.2258064516129004,29.0
Maharashtra,Parbhani,2025.0,10.0,31,-3.125,31.333333333333332
Maharashtra,Parbhani,2025.0,11.0,32,3.2258064516129004,31.666666666666668
Maharashtra,Parbhani,2025.0,12.0,34,6.25,32.333333333333336
Maharashtra,Pune,2025.0,1.0,167,,
Maharashtra,Pune,2025.0,2.0,213,27.544910179640713,
Maharashtra,Pune,2025.0,3.0,197,-7.511737089201875,192.33333333333334
Maharashtra,Pune,2025.0,4.0,100,-49.23857868020305,170.0
Maharashtra,Pune,2025.0,5.0,165,64.99999999999999,154.0
Maharashtra,Pune,2025.0,6.0,132,-19.999999999999996,132.33333333333334
Maharashtra,Pune,2025.0,7.0,134,1.5151515151515138,143.66666666666666
Maharashtra,Pune,2025.0,8.0,199,48.50746268656716,155.0
Maharashtra,Pune,2025.0,9.0,207,4.020100502512558,180.0
Maharashtra,Pune,2025.0,10.0,203,-1.9323671497584516,203.0
Maharashtra,Pune,2025.0,11.0,205,0.9852216748768461,205.0
Maharashtra,Pune,2025.0,12.0,201,-1.9512195121951237,203.0
Maharashtra,Raigad,2025.0,1.0,16,,
Maharashtra,Raigad,2025.0,2.0,33,106.25,
Maharashtra,Raigad,2025.0,3.0,23,-30.303030303030297,24.0
Maharashtra,Raigad,2025.0,4.0,13,-43.47826086956522,23.0
Maharashtra,Raigad,2025.0,5.0,20,53.846153846153854,18.666666666666668
Maharashtra,Raigad,2025.0,6.0,20,0.0,17.666666666666668
Maharashtra,Raigad,2025.0,7.0,17,-15.000000000000002,19.0
Maharashtra,Raigad,2025.0,8.0,29,70.58823529411764,22.0
Maharashtra,Raigad,2025.0,9.0,24,-17.24137931034483,23.333333333333332
Maharashtra,Raigad,2025.0,10.0,27,12.5,26.666666666666668
Maharashtra,Raigad,2025.0,11.0,32,18.518518518518512,27.666666666666668
Maharashtra,Raigad,2025.0,12.0,32,0.0,30.333333333333332
Maharashtra,Raigarh,2025.0,1.0,30,,
Maharashtra,Raigarh,2025.0,2.0,54,80.0,
Maharashtra,Raigarh,2025.0,3.0,50,-7.4074074074074066,44.666666666666664
Maharashtra,Raigarh,2025.0,4.0,23,-54.0,42.333333333333336
Maharashtra,Raigarh,2025.0,5.0,49,113.04347826086958,40.666666666666664
Maharashtra,Raigarh,2025.0,6.0,39,-20.408163265306122,37.0
Maharashtra,Raigarh,2025.0,7.0,29,-25.64102564102564,39.0
Maharashtra,Raigarh,2025.0,8.0,51,75.86206896551724,39.666666666666664
Maharashtra,Raigarh,2025.0,9.0,54,5.882352941176472,44.666666666666664
Maharashtra,Raigarh,2025.0,10.0,59,9.259259259259256,54.666666666666664
Maharashtra,Raigarh,2025.0,11.0,63,6.779661016949157,58.666666666666664
Maharashtra,Raigarh,2025.0,12.0,59,-6.349206349206349,60.333333333333336
Maharashtra,Raigarh(MH),2025.0,2.0,3,,
Maharashtra,Raigarh(MH),2025.0,7.0,1,-66.66666666666667,
Maharashtra,Raigarh(MH),2025.0,8.0,2,100.0,2.0
Maharashtra,Raigarh(MH),2025.0,9.0,3,50.0,2.0
Maharashtra,Raigarh(MH),2025.0,10.0,4,33.33333333333333,3.0
Maharashtra,Raigarh(MH),2025.0,11.0,2,-50.0,3.0
Maharashtra,Raigarh(MH),2025.0,12.0,2,0.0,2.6666666666666665
Maharashtra,Ratnagiri,2025.0,1.0,11,,
Maharashtra,Ratnagiri,2025.0,2.0,44,300.0,
Maharashtra,Ratnagiri,2025.0,3.0,36,-18.181818181818176,30.333333333333332
Maharashtra,Ratnagiri,2025.0,4.0,22,-38.888888888888886,34.0
Maharashtra,Ratnagiri,2025.0,5.0,41,86.36363636363636,33.0
Maharashtra,Ratnagiri,2025.0,6.0,26,-36.58536585365854,29.666666666666668
Maharashtra,Ratnagiri,2025.0,7.0,26,0.0,31.0
Maharashtra,Ratnagiri,2025.0,8.0,35,34.61538461538463,29.0
Maharashtra,Ratnagiri,2025.0,9.0,47,34.28571428571428,36.0
Maharashtra,Ratnagiri,2025.0,10.0,61,29.78723404255319,47.666666666666664
Maharashtra,Ratnagiri,2025.0,11.0,39,-36.065573770491795,49.0
Maharashtra,Ratnagiri,2025.0,12.0,49,25.64102564102564,49.666666666666664
Maharashtra,Sangli,2025.0,1.0,57,,
Maharashtra,Sangli,2025.0,2.0,74,29.824561403508774,
Maharashtra,Sangli,2025.0,3.0,61,-17.567567567567565,64.0
Maharashtra,Sangli,2025.0,4.0,35,-42.622950819672134,56.666666666666664
Maharashtra,Sangli,2025.0,5.0,37,5.714285714285716,44.333333333333336
Maharashtra,Sangli,2025.0,6.0,38,2.7027027027026973,36.666666666666664
Maharashtra,Sangli,2025.0,7.0,32,-15.789473684210531,35.666666666666664
Maharashtra,Sangli,2025.0,8.0,62,93.75,44.0
Maharashtra,Sangli,2025.0,9.0,75,20.967741935483875,56.333333333333336
Maharashtra,Sangli,2025.0,10.0,73,-2.6666666666666616,70.0
Maharashtra,Sangli,2025.0,11.0,69,-5.47945205479452,72.33333333333333
Maharashtra,Sangli,2025.0,12.0,67,-2.898550724637683,69.66666666666667
Maharashtra,Satara,2025.0,1.0,28,,
Maharashtra,Satara,2025.0,2.0,88,214.28571428571428,
Maharashtra,Satara,2025.0,3.0,64,-27.27272727272727,60.0
Maharashtra,Satara,2025.0,4.0,39,-39.0625,63.666666666666664
Maharashtra,Satara,2025.0,5.0,43,10.256410256410264,48.666666666666664
Maharashtra,Satara,2025.0,6.0,40,-6.976744186046513,40.666666666666664
Maharashtra,Satara,2025.0,7.0,39,-2.500000000000002,40.666666666666664
Maharashtra,Satara,2025.0,8.0,81,107.69230769230771,53.333333333333336
Maharashtra,Satara,2025.0,9.0,82,1.2345679012345734,67.33333333333333
Maharashtra,Satara,2025.0,10.0,75,-8.536585365853655,79.33333333333333
Maharashtra,Satara,2025.0,11.0,68,-9.333333333333337,75.0
Maharashtra,Satara,2025.0,12.0,65,-4.411764705882348,69.33333333333333
Maharashtra,Sindhudurg,2025.0,1.0,11,,
Maharashtra,Sindhudurg,2025.0,2.0,30,172.72727272727272,
Maharashtra,Sindhudurg,2025.0,3.0,19,-36.66666666666667,20.0
Maharashtra,Sindhudurg,2025.0,4.0,13,-31.57894736842105,20.666666666666668
Maharashtra,Sindhudurg,2025.0,5.0,26,100.0,19.333333333333332
Maharashtra,Sindhudurg,2025.0,6.0,18,-30.76923076923077,19.0
Maharashtra,Sindhudurg,2025.0,7.0,13,-27.77777777777778,19.0
Maharashtra,Sindhudurg,2025.0,8.0,28,115.38461538461537,19.666666666666668
Maharashtra,Sindhudurg,2025.0,9.0,26,-7.14285714285714,22.333333333333332
Maharashtra,Sindhudurg,2025.0,10.0,26,0.0,26.666666666666668
Maharashtra,Sindhudurg,2025.0,11.0,24,-7.692307692307687,25.333333333333332
Maharashtra,Sindhudurg,2025.0,12.0,29,20.833333333333325,26.333333333333332
Maharashtra,Solapur,2025.0,1.0,79,,
Maharashtra,Solapur,2025.0,2.0,107,35.443037974683534,
Maharashtra,Solapur,2025.0,3.0,83,-22.429906542056077,89.66666666666667
Maharashtra,Solapur,2025.0,4.0,49,-40.963855421686745,79.66666666666667
Maharashtra,Solapur,2025.0,5.0,57,16.326530612244895,63.0
Maharashtra,Solapur,2025.0,6.0,63,10.526315789473696,56.333333333333336
Maharashtra,Solapur,2025.0,7.0,53,-15.873015873015872,57.666666666666664
Maharashtra,Solapur,2025.0,8.0,94,77.35849056603774,70.0
Maharashtra,Solapur,2025.0,9.0,104,10.63829787234043,83.66666666666667
Maharashtra,Solapur,2025.0,10.0,93,-10.576923076923073,97.0
Maharashtra,Solapur,2025.0,11.0,99,6.451612903225801,98.66666666666667
Maharashtra,Solapur,2025.0,12.0,91,-8.080808080808078,94.33333333333333
Maharashtra,Thane,2025.0,1.0,126,,
Maharashtra,Thane,2025.0,2.0,127,0.7936507936507908,
Maharashtra,Thane,2025.0,3.0,110,-13.38582677165354,121.0
Maharashtra,Thane,2025.0,4.0,60,-45.45454545454546,99.0
Maharashtra,Thane,2025.0,5.0,97,61.66666666666667,89.0
Maharashtra,Thane,2025.0,6.0,103,6.185567010309279,86.66666666666667
Maharashtra,Thane,2025.0,7.0,93,-9.708737864077666,97.66666666666667
Maharashtra,Thane,2025.0,8.0,116,24.731182795698924,104.0
Maharashtra,Thane,2025.0,9.0,133,14.655172413793105,114.0
Maharashtra,Thane,2025.0,10.0,124,-6.766917293233088,124.33333333333333
Maharashtra,Thane,2025.0,11.0,131,5.645161290322576,129.33333333333334
Maharashtra,Thane,2025.0,12.0,122,-6.870229007633588,125.66666666666667
Maharashtra,Wardha,2025.0,1.0,8,,
Maharashtra,Wardha,2025.0,2.0,21,162.5,
Maharashtra,Wardha,2025.0,3.0,17,-19.047619047619047,15.333333333333334
Maharashtra,Wardha,2025.0,4.0,8,-52.94117647058824,15.333333333333334
Maharashtra,Wardha,2025.0,5.0,15,87.5,13.333333333333334
Maharashtra,Wardha,2025.0,6.0,18,19.999999999999996,13.666666666666666
Maharashtra,Wardha,2025.0,7.0,8,-55.55555555555556,13.666666666666666
Maharashtra,Wardha,2025.0,8.0,21,162.5,15.666666666666666
Maharashtra,Wardha,2025.0,9.0,25,19.047619047619047,18.0
Maharashtra,Wardha,2025.0,10.0,22,-12.0,22.666666666666668
Maharashtra,Wardha,2025.0,11.0,23,4.545454545454541,23.333333333333332
Maharashtra,Wardha,2025.0,12.0,22,-4.347826086956519,22.333333333333332
Maharashtra,Washim,2025.0,1.0,12,,
Maharashtra,Washim,2025.0,2.0,20,66.66666666666667,
Maharashtra,Washim,2025.0,3.0,16,-19.999999999999996,16.0
Maharashtra,Washim,2025.0,4.0,10,-37.5,15.333333333333334
Maharashtra,Washim,2025.0,5.0,10,0.0,12.0
Maharashtra,Washim,2025.0,6.0,15,50.0,11.666666666666666
Maharashtra,Washim,2025.0,7.0,9,-40.0,11.333333333333334
Maharashtra,Washim,2025.0,8.0,20,122.22222222222223,14.666666666666666
Maharashtra,Washim,2025.0,9.0,21,5.000000000000004,16.666666666666668
Maharashtra,Washim,2025.0,10.0,16,-23.809523809523814,19.0
Maharashtra,Washim,2025.0,11.0,22,37.5,19.666666666666668
Maharashtra,Washim,2025.0,12.0,14,-36.36363636363637,17.333333333333332
Maharashtra,Washim *,2025.0,2.0,1,,
Maharashtra,Washim *,2025.0,3.0,1,0.0,
Maharashtra,Washim *,2025.0,4.0,1,0.0,1.0
Maharashtra,Washim *,2025.0,8.0,2,100.0,1.3333333333333333
Maharashtra,Washim *,2025.0,12.0,1,-50.0,1.3333333333333333
Maharashtra,Yavatmal,2025.0,1.0,31,,
Maharashtra,Yavatmal,2025.0,2.0,56,80.64516129032258,
Maharashtra,Yavatmal,2025.0,3.0,49,-12.5,45.333333333333336
Maharashtra,Yavatmal,2025.0,4.0,24,-51.02040816326531,43.0
Maharashtra,Yavatmal,2025.0,5.0,28,16.666666666666675,33.666666666666664
Maharashtra,Yavatmal,2025.0,6.0,37,32.14285714285714,29.666666666666668
Maharashtra,Yavatmal,2025.0,7.0,23,-37.83783783783784,29.333333333333332
Maharashtra,Yavatmal,2025.0,8.0,50,117.39130434782608,36.666666666666664
Maharashtra,Yavatmal,2025.0,9.0,50,0.0,41.0
Maharashtra,Yavatmal,2025.0,10.0,49,-2.0000000000000018,49.666666666666664
Maharashtra,Yavatmal,2025.0,11.0,52,6.1224489795918435,50.333333333333336
Maharashtra,Yavatmal,2025.0,12.0,46,-11.538461538461542,49.0
Manipur,Bishnupur,2025.0,1.0,7,,
Manipur,Bishnupur,2025.0,2.0,6,-14.28571428571429,
Manipur,Bishnupur,2025.0,3.0,5,-16.666666666666664,6.0
Manipur,Bishnupur,2025.0,4.0,2,-60.0,4.333333333333333
Manipur,Bishnupur,2025.0,5.0,6,200.0,4.333333333333333
Manipur,Bishnupur,2025.0,6.0,4,-33.333333333333336,4.0
Manipur,Bishnupur,2025.0,7.0,3,-25.0,4.333333333333333
Manipur,Bishnupur,2025.0,8.0,6,100.0,4.333333333333333
Manipur,Bishnupur,2025.0,9.0,4,-33.333333333333336,4.333333333333333
Manipur,Bishnupur,2025.0,10.0,6,50.0,5.333333333333333
Manipur,Bishnupur,2025.0,11.0,5,-16.666666666666664,5.0
Manipur,Bishnupur,2025.0,12.0,5,0.0,5.333333333333333
Manipur,Chandel,2025.0,1.0,3,,
Manipur,Chandel,2025.0,2.0,7,133.33333333333334,
Manipur,Chandel,2025.0,3.0,4,-42.85714285714286,4.666666666666667
Manipur,Chandel,2025.0,4.0,5,25.0,5.333333333333333
Manipur,Chandel,2025.0,5.0,6,19.999999999999996,5.0
Manipur,Chandel,2025.0,6.0,6,0.0,5.666666666666667
Manipur,Chandel,2025.0,7.0,3,-50.0,5.0
Manipur,Chandel,2025.0,8.0,4,33.33333333333333,4.333333333333333
Manipur,Chandel,2025.0,9.0,9,125.0,5.333333333333333
Manipur,Chandel,2025.0,10.0,6,-33.333333333333336,6.333333333333333
Manipur,Chandel,2025.0,11.0,4,-33.333333333333336,6.333333333333333
Manipur,Chandel,2025.0,12.0,5,25.0,5.0
Manipur,Churachandpur,2025.0,1.0,10,,
Manipur,Churachandpur,2025.0,2.0,13,30.000000000000004,
Manipur,Churachandpur,2025.0,3.0,6,-53.84615384615385,9.666666666666666
Manipur,Churachandpur,2025.0,4.0,4,-33.333333333333336,7.666666666666667
Manipur,Churachandpur,2025.0,5.0,10,150.0,6.666666666666667
Manipur,Churachandpur,2025.0,6.0,10,0.0,8.0
Manipur,Churachandpur,2025.0,7.0,6,-40.0,8.666666666666666
Manipur,Churachandpur,2025.0,8.0,8,33.33333333333333,8.0
Manipur,Churachandpur,2025.0,9.0,11,37.5,8.333333333333334
Manipur,Churachandpur,2025.0,10.0,11,0.0,10.0
Manipur,Churachandpur,2025.0,11.0,9,-18.181818181818176,10.333333333333334
Manipur,Churachandpur,2025.0,12.0,6,-33.333333333333336,8.666666666666666
Manipur,Imphal East,2025.0,1.0,11,,
Manipur,Imphal East,2025.0,2.0,16,45.45454545454546,
Manipur,Imphal East,2025.0,3.0,10,-37.5,12.333333333333334
Manipur,Imphal East,2025.0,4.0,7,-30.000000000000004,11.0
Manipur,Imphal East,2025.0,5.0,11,57.14285714285714,9.333333333333334
Manipur,Imphal East,2025.0,6.0,11,0.0,9.666666666666666
Manipur,Imphal East,2025.0,7.0,13,18.181818181818187,11.666666666666666
Manipur,Imphal East,2025.0,8.0,16,23.076923076923084,13.333333333333334
Manipur,Imphal East,2025.0,9.0,15,-6.25,14.666666666666666
Manipur,Imphal East,2025.0,10.0,14,-6.666666666666665,15.0
Manipur,Imphal East,2025.0,11.0,13,-7.14285714285714,14.0
Manipur,Imphal East,2025.0,12.0,11,-15.384615384615385,12.666666666666666
Manipur,Imphal West,2025.0,1.0,12,,
Manipur,Imphal West,2025.0,2.0,20,66.66666666666667,
Manipur,Imphal West,2025.0,3.0,15,-25.0,15.666666666666666
Manipur,Imphal West,2025.0,4.0,9,-40.0,14.666666666666666
Manipur,Imphal West,2025.0,5.0,16,77.77777777777777,13.333333333333334
Manipur,Imphal West,2025.0,6.0,14,-12.5,13.0
Manipur,Imphal West,2025.0,7.0,5,-64.28571428571428,11.666666666666666
Manipur,Imphal West,2025.0,8.0,15,200.0,11.333333333333334
Manipur,Imphal West,2025.0,9.0,19,26.66666666666666,13.0
Manipur,Imphal West,2025.0,10.0,15,-21.052631578947366,16.333333333333332
Manipur,Imphal West,2025.0,11.0,17,13.33333333333333,17.0
Manipur,Imphal West,2025.0,12.0,12,-29.411764705882348,14.666666666666666
Manipur,Jiribam,2025.0,1.0,1,,
Manipur,Jiribam,2025.0,2.0,2,100.0,
Manipur,Jiribam,2025.0,4.0,1,-50.0,1.3333333333333333
Manipur,Jiribam,2025.0,5.0,2,100.0,1.6666666666666667
Manipur,Jiribam,2025.0,6.0,2,0.0,1.6666666666666667
Manipur,Jiribam,2025.0,7.0,2,0.0,2.0
